bin, cx, cy, cz, volume, rel. src, strength, vol. strength
0, 0, 226.423, 83.6088, 53.0216, 0, 0, 0
1, 0, 226.423, 80.6251, 53.0199, 0, 0, 0
2, 0, 226.423, 77.6414, 53.0199, 0, 0, 0
3, 0, 226.423, 74.6576, 53.0216, 0, 0, 0
4, 0, 226.423, 71.6739, 53.0199, 0, 0, 0
5, 0, 226.423, 68.6902, 53.0199, 0, 0, 0
6, 0, 226.423, 65.7064, 53.0217, 0, 0, 0
7, 0, 226.423, 62.7227, 53.0198, 0, 0, 0
8, 0, 226.423, 59.739, 53.0199, 0, 0, 0
9, 0, 226.423, 56.7552, 53.0217, 0, 0, 0
10, 0, 226.423, 53.7714, 53.0199, 0, 0, 0
11, 0, 226.423, 50.7877, 53.0198, 0, 0, 0
12, 0, 226.423, 47.804, 53.0216, 0, 0, 0
13, 0, 226.423, 44.8203, 53.0198, 0, 0, 0
14, 0, 226.423, 41.8366, 53.0199, 0, 0, 0
15, 0, 226.423, 38.8528, 53.0216, 0, 0, 0
16, 0, 226.423, 35.8691, 53.0199, 0, 0, 0
17, 0, 226.423, 32.8854, 53.0198, 0, 0, 0
18, 0, 226.423, 29.9016, 53.0217, 0, 0, 0
19, 0, 226.423, 26.9178, 53.0198, 0, 0, 0
20, 0, 226.423, 23.9342, 53.0199, 0, 0, 0
21, 0, 226.423, 20.9504, 53.0217, 0, 0, 0
22, 0, 226.423, 17.9666, 53.0199, 0, 0, 0
23, 0, 226.423, 14.9829, 53.0199, 0, 0, 0
24, 0, 226.423, 11.9992, 53.0216, 0, 0, 0
25, 0, 226.423, 9.01545, 53.02, 0, 0, 0
26, 0, 226.423, 6.03172, 53.0206, 0, 0, 0
27, 0, 226.423, 3.04798, 53.0204, 0, 0, 0
28, 0, 226.423, 0.06425, 53.0206, 0, 0, 0
29, 0, 226.423, -2.91948, 53.0204, 0, 0, 0
30, 0, 226.423, -5.90321, 53.0204, 0, 0, 0
31, 0, 226.423, -8.88694, 53.0202, 0, 0, 0
32, 0, 226.423, -11.8707, 53.0199, 0, 0, 0
33, 0, 226.423, -14.8544, 53.0216, 0, 0, 0
34, 0, 226.423, -17.8381, 53.0199, 0, 0, 0
35, 0, 226.423, -20.8219, 53.0217, 0, 0, 0
36, 0, 226.423, -23.8056, 53.0198, 0, 0, 0
37, 0, 226.423, -26.7893, 53.0199, 0, 0, 0
38, 0, 226.423, -29.7731, 53.0216, 0, 0, 0
39, 0, 226.423, -32.7569, 53.0199, 0, 0, 0
40, 0, 226.423, -35.7405, 53.0198, 0, 0, 0
41, 0, 226.423, -38.7243, 53.0216, 0, 0, 0
42, 0, 226.423, -41.708, 53.0199, 0, 0, 0
43, 0, 226.423, -44.6918, 53.0199, 0, 0, 0
44, 0, 226.423, -47.6755, 53.0216, 0, 0, 0
45, 0, 226.423, -50.6593, 53.0199, 0, 0, 0
46, 0, 226.423, -53.6429, 53.0198, 0, 0, 0
47, 0, 226.423, -56.6267, 53.0217, 0, 0, 0
48, 0, 226.423, -59.6105, 53.0199, 0, 0, 0
49, 0, 226.423, -62.5942, 53.0199, 0, 0, 0
50, 0, 226.423, -65.5779, 53.0216, 0, 0, 0
51, 0, 226.423, -68.5616, 53.0199, 0, 0, 0
52, 0, 226.423, -71.5454, 53.0199, 0, 0, 0
53, 0, 226.423, -74.5291, 53.0216, 0, 0, 0
54, 0, 226.423, -77.5128, 53.0199, 0, 0, 0
55, 0, 226.423, -80.4965, 53.0199, 0, 0, 0
56, 0, 226.423, -83.4803, 53.0217, 0, 0, 0
57, 0, 225.423, 83.6088, 52.8391, 0, 0, 0
58, 0, 225.423, 80.6251, 52.8374, 0, 0, 0
59, 0, 225.423, 77.6414, 52.8374, 0, 0, 0
60, 0, 225.423, 74.6576, 52.8391, 0, 0, 0
61, 0, 225.423, 71.6739, 52.8374, 0, 0, 0
62, 0, 225.423, 68.6902, 52.8374, 0, 0, 0
63, 0, 225.423, 65.7064, 52.8392, 0, 0, 0
64, 0, 225.423, 62.7227, 52.8373, 0, 0, 0
65, 0, 225.423, 59.739, 52.8374, 0, 0, 0
66, 0, 225.423, 56.7552, 52.8392, 0, 0, 0
67, 0, 225.423, 53.7714, 52.8374, 0, 0, 0
68, 0, 225.423, 50.7877, 52.8374, 0, 0, 0
69, 0, 225.423, 47.804, 52.8392, 0, 0, 0
70, 0, 225.423, 44.8203, 52.8374, 0, 0, 0
71, 0, 225.423, 41.8366, 52.8374, 0, 0, 0
72, 0, 225.423, 38.8528, 52.8392, 0, 0, 0
73, 0, 225.423, 35.8691, 52.8374, 0, 0, 0
74, 0, 225.423, 32.8854, 52.8374, 0, 0, 0
75, 0, 225.423, 29.9016, 52.8392, 0, 0, 0
76, 0, 225.423, 26.9178, 52.8374, 0, 0, 0
77, 0, 225.423, 23.9342, 52.8374, 0, 0, 0
78, 0, 225.423, 20.9504, 52.8392, 0, 0, 0
79, 0, 225.423, 17.9666, 52.8374, 0, 0, 0
80, 0, 225.423, 14.9829, 52.8374, 0, 0, 0
81, 0, 225.423, 11.9992, 52.8392, 0, 0, 0
82, 0, 225.423, 9.01545, 52.8376, 0, 0, 0
83, 0, 225.423, 6.03172, 52.8381, 0, 0, 0
84, 0, 225.423, 3.04798, 52.838, 0, 0, 0
85, 0, 225.423, 0.06425, 52.8381, 0, 0, 0
86, 0, 225.423, -2.91948, 52.838, 0, 0, 0
87, 0, 225.423, -5.90321, 52.838, 0, 0, 0
88, 0, 225.423, -8.88694, 52.8378, 0, 0, 0
89, 0, 225.423, -11.8707, 52.8374, 0, 0, 0
90, 0, 225.423, -14.8544, 52.8392, 0, 0, 0
91, 0, 225.423, -17.8381, 52.8374, 0, 0, 0
92, 0, 225.423, -20.8219, 52.8392, 0, 0, 0
93, 0, 225.423, -23.8056, 52.8374, 0, 0, 0
94, 0, 225.423, -26.7893, 52.8374, 0, 0, 0
95, 0, 225.423, -29.7731, 52.8392, 0, 0, 0
96, 0, 225.423, -32.7569, 52.8374, 0, 0, 0
97, 0, 225.423, -35.7405, 52.8374, 0, 0, 0
98, 0, 225.423, -38.7243, 52.8392, 0, 0, 0
99, 0, 225.423, -41.708, 52.8374, 0, 0, 0
100, 0, 225.423, -44.6918, 52.8374, 0, 0, 0
101, 0, 225.423, -47.6755, 52.8392, 0, 0, 0
102, 0, 225.423, -50.6593, 52.8374, 0, 0, 0
103, 0, 225.423, -53.6429, 52.8373, 0, 0, 0
104, 0, 225.423, -56.6267, 52.8392, 0, 0, 0
105, 0, 225.423, -59.6105, 52.8374, 0, 0, 0
106, 0, 225.423, -62.5942, 52.8374, 0, 0, 0
107, 0, 225.423, -65.5779, 52.8391, 0, 0, 0
108, 0, 225.423, -68.5616, 52.8374, 0, 0, 0
109, 0, 225.423, -71.5454, 52.8374, 0, 0, 0
110, 0, 225.423, -74.5291, 52.8391, 0, 0, 0
111, 0, 225.423, -77.5128, 52.8374, 0, 0, 0
112, 0, 225.423, -80.4965, 52.8374, 0, 0, 0
113, 0, 225.423, -83.4803, 52.8392, 0, 0, 0
114, 0, 224.423, 83.6088, 52.6048, 0, 0, 0
115, 0, 224.423, 80.6251, 52.6031, 0, 0, 0
116, 0, 224.423, 77.6414, 52.6031, 0, 0, 0
117, 0, 224.423, 74.6576, 52.6048, 0, 0, 0
118, 0, 224.423, 71.6739, 52.6031, 0, 0, 0
119, 0, 224.423, 68.6902, 52.6031, 0, 0, 0
120, 0, 224.423, 65.7064, 52.6049, 0, 0, 0
121, 0, 224.423, 62.7227, 52.603, 0, 0, 0
122, 0, 224.423, 59.739, 52.6031, 0, 0, 0
123, 0, 224.423, 56.7552, 52.6049, 0, 0, 0
124, 0, 224.423, 53.7714, 52.6031, 0, 0, 0
125, 0, 224.423, 50.7877, 52.6031, 0, 0, 0
126, 0, 224.423, 47.804, 52.6048, 0, 0, 0
127, 0, 224.423, 44.8203, 52.6031, 0, 0, 0
128, 0, 224.423, 41.8366, 52.6031, 0, 0, 0
129, 0, 224.423, 38.8528, 52.6048, 0, 0, 0
130, 0, 224.423, 35.8691, 52.6031, 0, 0, 0
131, 0, 224.423, 32.8854, 52.6031, 0, 0, 0
132, 0, 224.423, 29.9016, 52.6049, 0, 0, 0
133, 0, 224.423, 26.9178, 52.6031, 0, 0, 0
134, 0, 224.423, 23.9342, 52.6031, 0, 0, 0
135, 0, 224.423, 20.9504, 52.6049, 0, 0, 0
136, 0, 224.423, 17.9666, 52.6031, 0, 0, 0
137, 0, 224.423, 14.9829, 52.6031, 0, 0, 0
138, 0, 224.423, 11.9992, 52.6049, 0, 0, 0
139, 0, 224.423, 9.01545, 52.6033, 0, 0, 0
140, 0, 224.423, 6.03172, 52.6038, 0, 0, 0
141, 0, 224.423, 3.04798, 52.6036, 0, 0, 0
142, 0, 224.423, 0.06425, 52.6038, 0, 0, 0
143, 0, 224.423, -2.91948, 52.6036, 0, 0, 0
144, 0, 224.423, -5.90321, 52.6036, 0, 0, 0
145, 0, 224.423, -8.88694, 52.6034, 0, 0, 0
146, 0, 224.423, -11.8707, 52.6031, 0, 0, 0
147, 0, 224.423, -14.8544, 52.6048, 0, 0, 0
148, 0, 224.423, -17.8381, 52.6031, 0, 0, 0
149, 0, 224.423, -20.8219, 52.6049, 0, 0, 0
150, 0, 224.423, -23.8056, 52.6031, 0, 0, 0
151, 0, 224.423, -26.7893, 52.6031, 0, 0, 0
152, 0, 224.423, -29.7731, 52.6048, 0, 0, 0
153, 0, 224.423, -32.7569, 52.6031, 0, 0, 0
154, 0, 224.423, -35.7405, 52.6031, 0, 0, 0
155, 0, 224.423, -38.7243, 52.6048, 0, 0, 0
156, 0, 224.423, -41.708, 52.6031, 0, 0, 0
157, 0, 224.423, -44.6918, 52.6031, 0, 0, 0
158, 0, 224.423, -47.6755, 52.6048, 0, 0, 0
159, 0, 224.423, -50.6593, 52.6031, 0, 0, 0
160, 0, 224.423, -53.6429, 52.603, 0, 0, 0
161, 0, 224.423, -56.6267, 52.6049, 0, 0, 0
162, 0, 224.423, -59.6105, 52.6031, 0, 0, 0
163, 0, 224.423, -62.5942, 52.6031, 0, 0, 0
164, 0, 224.423, -65.5779, 52.6048, 0, 0, 0
165, 0, 224.423, -68.5616, 52.6031, 0, 0, 0
166, 0, 224.423, -71.5454, 52.6031, 0, 0, 0
167, 0, 224.423, -74.5291, 52.6048, 0, 0, 0
168, 0, 224.423, -77.5128, 52.6031, 0, 0, 0
169, 0, 224.423, -80.4965, 52.6031, 0, 0, 0
170, 0, 224.423, -83.4803, 52.6049, 0, 0, 0
171, 0, 223.423, 83.6088, 52.318, 0, 0, 0
172, 0, 223.423, 80.6251, 52.3164, 0, 0, 0
173, 0, 223.423, 77.6414, 52.3164, 0, 0, 0
174, 0, 223.423, 74.6576, 52.318, 0, 0, 0
175, 0, 223.423, 71.6739, 52.3164, 0, 0, 0
176, 0, 223.423, 68.6902, 52.3164, 0, 0, 0
177, 0, 223.423, 65.7064, 52.3181, 0, 0, 0
178, 0, 223.423, 62.7227, 52.3163, 0, 0, 0
179, 0, 223.423, 59.739, 52.3164, 0, 0, 0
180, 0, 223.423, 56.7552, 52.3181, 0, 0, 0
181, 0, 223.423, 53.7714, 52.3164, 0, 0, 0
182, 0, 223.423, 50.7877, 52.3163, 0, 0, 0
183, 0, 223.423, 47.804, 52.3181, 0, 0, 0
184, 0, 223.423, 44.8203, 52.3163, 0, 0, 0
185, 0, 223.423, 41.8366, 52.3164, 0, 0, 0
186, 0, 223.423, 38.8528, 52.3181, 0, 0, 0
187, 0, 223.423, 35.8691, 52.3164, 0, 0, 0
188, 0, 223.423, 32.8854, 52.3163, 0, 0, 0
189, 0, 223.423, 29.9016, 52.3181, 0, 0, 0
190, 0, 223.423, 26.9178, 52.3163, 0, 0, 0
191, 0, 223.423, 23.9342, 52.3163, 0, 0, 0
192, 0, 223.423, 20.9504, 52.3181, 0, 0, 0
193, 0, 223.423, 17.9666, 52.3163, 0, 0, 0
194, 0, 223.423, 14.9829, 52.3163, 0, 0, 0
195, 0, 223.423, 11.9992, 52.3181, 0, 0, 0
196, 0, 223.423, 9.01545, 52.3165, 0, 0, 0
197, 0, 223.423, 6.03172, 52.317, 0, 0, 0
198, 0, 223.423, 3.04798, 52.3169, 0, 0, 0
199, 0, 223.423, 0.06425, 52.317, 0, 0, 0
200, 0, 223.423, -2.91948, 52.3169, 0, 0, 0
201, 0, 223.423, -5.90321, 52.3169, 0, 0, 0
202, 0, 223.423, -8.88694, 52.3167, 0, 0, 0
203, 0, 223.423, -11.8707, 52.3163, 0, 0, 0
204, 0, 223.423, -14.8544, 52.3181, 0, 0, 0
205, 0, 223.423, -17.8381, 52.3163, 0, 0, 0
206, 0, 223.423, -20.8219, 52.3181, 0, 0, 0
207, 0, 223.423, -23.8056, 52.3163, 0, 0, 0
208, 0, 223.423, -26.7893, 52.3164, 0, 0, 0
209, 0, 223.423, -29.7731, 52.3181, 0, 0, 0
210, 0, 223.423, -32.7569, 52.3164, 0, 0, 0
211, 0, 223.423, -35.7405, 52.3163, 0, 0, 0
212, 0, 223.423, -38.7243, 52.3181, 0, 0, 0
213, 0, 223.423, -41.708, 52.3164, 0, 0, 0
214, 0, 223.423, -44.6918, 52.3164, 0, 0, 0
215, 0, 223.423, -47.6755, 52.3181, 0, 0, 0
216, 0, 223.423, -50.6593, 52.3164, 0, 0, 0
217, 0, 223.423, -53.6429, 52.3163, 0, 0, 0
218, 0, 223.423, -56.6267, 52.3181, 0, 0, 0
219, 0, 223.423, -59.6105, 52.3164, 0, 0, 0
220, 0, 223.423, -62.5942, 52.3164, 0, 0, 0
221, 0, 223.423, -65.5779, 52.318, 0, 0, 0
222, 0, 223.423, -68.5616, 52.3164, 0, 0, 0
223, 0, 223.423, -71.5454, 52.3164, 0, 0, 0
224, 0, 223.423, -74.5291, 52.318, 0, 0, 0
225, 0, 223.423, -77.5128, 52.3164, 0, 0, 0
226, 0, 223.423, -80.4965, 52.3164, 0, 0, 0
227, 0, 223.423, -83.4803, 52.3181, 0, 0, 0
228, 0, 222.424, 83.6088, 52.1362, 0, 0, 0
229, 0, 222.424, 80.6251, 52.1345, 0, 0, 0
230, 0, 222.424, 77.6414, 52.1345, 0, 0, 0
231, 0, 222.424, 74.6576, 52.1362, 0, 0, 0
232, 0, 222.424, 71.6739, 52.1345, 0, 0, 0
233, 0, 222.424, 68.6902, 52.1345, 0, 0, 0
234, 0, 222.424, 65.7064, 52.1363, 0, 0, 0
235, 0, 222.424, 62.7227, 52.1344, 0, 0, 0
236, 0, 222.424, 59.739, 52.1345, 0, 0, 0
237, 0, 222.424, 56.7552, 52.1363, 0, 0, 0
238, 0, 222.424, 53.7714, 52.1345, 0, 0, 0
239, 0, 222.424, 50.7877, 52.1344, 0, 0, 0
240, 0, 222.424, 47.804, 52.1362, 0, 0, 0
241, 0, 222.424, 44.8203, 52.1344, 0, 0, 0
242, 0, 222.424, 41.8366, 52.1345, 0, 0, 0
243, 0, 222.424, 38.8528, 52.1362, 0, 0, 0
244, 0, 222.424, 35.8691, 52.1345, 0, 0, 0
245, 0, 222.424, 32.8854, 52.1344, 0, 0, 0
246, 0, 222.424, 29.9016, 52.1363, 0, 0, 0
247, 0, 222.424, 26.9178, 52.1344, 0, 0, 0
248, 0, 222.424, 23.9342, 52.1345, 0, 0, 0
249, 0, 222.424, 20.9504, 52.1362, 0, 0, 0
250, 0, 222.424, 17.9666, 52.1345, 0, 0, 0
251, 0, 222.424, 14.9829, 52.1345, 0, 0, 0
252, 0, 222.424, 11.9992, 52.1362, 0, 0, 0
253, 0, 222.424, 9.01545, 52.1346, 0, 0, 0
254, 0, 222.424, 6.03172, 52.1352, 0, 0, 0
255, 0, 222.424, 3.04798, 52.135, 0, 0, 0
256, 0, 222.424, 0.06425, 52.1352, 0, 0, 0
257, 0, 222.424, -2.91948, 52.135, 0, 0, 0
258, 0, 222.424, -5.90321, 52.135, 0, 0, 0
259, 0, 222.424, -8.88694, 52.1348, 0, 0, 0
260, 0, 222.424, -11.8707, 52.1345, 0, 0, 0
261, 0, 222.424, -14.8544, 52.1362, 0, 0, 0
262, 0, 222.424, -17.8381, 52.1345, 0, 0, 0
263, 0, 222.424, -20.8219, 52.1362, 0, 0, 0
264, 0, 222.424, -23.8056, 52.1344, 0, 0, 0
265, 0, 222.424, -26.7893, 52.1345, 0, 0, 0
266, 0, 222.424, -29.7731, 52.1362, 0, 0, 0
267, 0, 222.424, -32.7569, 52.1345, 0, 0, 0
268, 0, 222.424, -35.7405, 52.1344, 0, 0, 0
269, 0, 222.424, -38.7243, 52.1362, 0, 0, 0
270, 0, 222.424, -41.708, 52.1345, 0, 0, 0
271, 0, 222.424, -44.6918, 52.1345, 0, 0, 0
272, 0, 222.424, -47.6755, 52.1362, 0, 0, 0
273, 0, 222.424, -50.6593, 52.1345, 0, 0, 0
274, 0, 222.424, -53.6429, 52.1344, 0, 0, 0
275, 0, 222.424, -56.6267, 52.1363, 0, 0, 0
276, 0, 222.424, -59.6105, 52.1345, 0, 0, 0
277, 0, 222.424, -62.5942, 52.1345, 0, 0, 0
278, 0, 222.424, -65.5779, 52.1362, 0, 0, 0
279, 0, 222.424, -68.5616, 52.1345, 0, 0, 0
280, 0, 222.424, -71.5454, 52.1345, 0, 0, 0
281, 0, 222.424, -74.5291, 52.1362, 0, 0, 0
282, 0, 222.424, -77.5128, 52.1345, 0, 0, 0
283, 0, 222.424, -80.4965, 52.1345, 0, 0, 0
284, 0, 222.424, -83.4803, 52.1363, 0, 0, 0
285, 0, 221.424, 83.6088, 51.9018, 0, 0, 0
286, 0, 221.424, 80.6251, 51.9002, 0, 0, 0
287, 0, 221.424, 77.6414, 51.9002, 0, 0, 0
288, 0, 221.424, 74.6576, 51.9018, 0, 0, 0
289, 0, 221.424, 71.6739, 51.9002, 0, 0, 0
290, 0, 221.424, 68.6902, 51.9002, 0, 0, 0
291, 0, 221.424, 65.7064, 51.9019, 0, 0, 0
292, 0, 221.424, 62.7227, 51.9001, 0, 0, 0
293, 0, 221.424, 59.739, 51.9002, 0, 0, 0
294, 0, 221.424, 56.7552, 51.9019, 0, 0, 0
295, 0, 221.424, 53.7714, 51.9002, 0, 0, 0
296, 0, 221.424, 50.7877, 51.9001, 0, 0, 0
297, 0, 221.424, 47.804, 51.9019, 0, 0, 0
298, 0, 221.424, 44.8203, 51.9001, 0, 0, 0
299, 0, 221.424, 41.8366, 51.9002, 0, 0, 0
300, 0, 221.424, 38.8528, 51.9019, 0, 0, 0
301, 0, 221.424, 35.8691, 51.9002, 0, 0, 0
302, 0, 221.424, 32.8854, 51.9001, 0, 0, 0
303, 0, 221.424, 29.9016, 51.9019, 0, 0, 0
304, 0, 221.424, 26.9178, 51.9001, 0, 0, 0
305, 0, 221.424, 23.9342, 51.9002, 0, 0, 0
306, 0, 221.424, 20.9504, 51.9019, 0, 0, 0
307, 0, 221.424, 17.9666, 51.9002, 0, 0, 0
308, 0, 221.424, 14.9829, 51.9002, 0, 0, 0
309, 0, 221.424, 11.9992, 51.9019, 0, 0, 0
310, 0, 221.424, 9.01545, 51.9003, 0, 0, 0
311, 0, 221.424, 6.03172, 51.9009, 0, 0, 0
312, 0, 221.424, 3.04798, 51.9007, 0, 0, 0
313, 0, 221.424, 0.06425, 51.9009, 0, 0, 0
314, 0, 221.424, -2.91948, 51.9007, 0, 0, 0
315, 0, 221.424, -5.90321, 51.9007, 0, 0, 0
316, 0, 221.424, -8.88694, 51.9005, 0, 0, 0
317, 0, 221.424, -11.8707, 51.9002, 0, 0, 0
318, 0, 221.424, -14.8544, 51.9019, 0, 0, 0
319, 0, 221.424, -17.8381, 51.9002, 0, 0, 0
320, 0, 221.424, -20.8219, 51.9019, 0, 0, 0
321, 0, 221.424, -23.8056, 51.9001, 0, 0, 0
322, 0, 221.424, -26.7893, 51.9002, 0, 0, 0
323, 0, 221.424, -29.7731, 51.9019, 0, 0, 0
324, 0, 221.424, -32.7569, 51.9002, 0, 0, 0
325, 0, 221.424, -35.7405, 51.9001, 0, 0, 0
326, 0, 221.424, -38.7243, 51.9019, 0, 0, 0
327, 0, 221.424, -41.708, 51.9002, 0, 0, 0
328, 0, 221.424, -44.6918, 51.9002, 0, 0, 0
329, 0, 221.424, -47.6755, 51.9019, 0, 0, 0
330, 0, 221.424, -50.6593, 51.9002, 0, 0, 0
331, 0, 221.424, -53.6429, 51.9001, 0, 0, 0
332, 0, 221.424, -56.6267, 51.9019, 0, 0, 0
333, 0, 221.424, -59.6105, 51.9002, 0, 0, 0
334, 0, 221.424, -62.5942, 51.9002, 0, 0, 0
335, 0, 221.424, -65.5779, 51.9018, 0, 0, 0
336, 0, 221.424, -68.5616, 51.9002, 0, 0, 0
337, 0, 221.424, -71.5454, 51.9002, 0, 0, 0
338, 0, 221.424, -74.5291, 51.9018, 0, 0, 0
339, 0, 221.424, -77.5128, 51.9002, 0, 0, 0
340, 0, 221.424, -80.4965, 51.9002, 0, 0, 0
341, 0, 221.424, -83.4803, 51.9019, 0, 0, 0
342, 0, 220.424, 83.6088, 51.6158, 0, 0, 0
343, 0, 220.424, 80.6251, 51.6141, 0, 0, 0
344, 0, 220.424, 77.6414, 51.6141, 0, 0, 0
345, 0, 220.424, 74.6576, 51.6158, 0, 0, 0
346, 0, 220.424, 71.6739, 51.6141, 0, 0, 0
347, 0, 220.424, 68.6902, 51.6141, 0, 0, 0
348, 0, 220.424, 65.7064, 51.6159, 0, 0, 0
349, 0, 220.424, 62.7227, 51.614, 0, 0, 0
350, 0, 220.424, 59.739, 51.6141, 0, 0, 0
351, 0, 220.424, 56.7552, 51.6159, 0, 0, 0
352, 0, 220.424, 53.7714, 51.6141, 0, 0, 0
353, 0, 220.424, 50.7877, 51.6141, 0, 0, 0
354, 0, 220.424, 47.804, 51.6158, 0, 0, 0
355, 0, 220.424, 44.8203, 51.6141, 0, 0, 0
356, 0, 220.424, 41.8366, 51.6141, 0, 0, 0
357, 0, 220.424, 38.8528, 51.6158, 0, 0, 0
358, 0, 220.424, 35.8691, 51.6141, 0, 0, 0
359, 0, 220.424, 32.8854, 51.6141, 0, 0, 0
360, 0, 220.424, 29.9016, 51.6159, 0, 0, 0
361, 0, 220.424, 26.9178, 51.6141, 0, 0, 0
362, 0, 220.424, 23.9342, 51.6141, 0, 0, 0
363, 0, 220.424, 20.9504, 51.6159, 0, 0, 0
364, 0, 220.424, 17.9666, 51.6141, 0, 0, 0
365, 0, 220.424, 14.9829, 51.6141, 0, 0, 0
366, 0, 220.424, 11.9992, 51.6158, 0, 0, 0
367, 0, 220.424, 9.01545, 51.6143, 0, 0, 0
368, 0, 220.424, 6.03172, 51.6148, 0, 0, 0
369, 0, 220.424, 3.04798, 51.6146, 0, 0, 0
370, 0, 220.424, 0.06425, 51.6148, 0, 0, 0
371, 0, 220.424, -2.91948, 51.6146, 0, 0, 0
372, 0, 220.424, -5.90321, 51.6146, 0, 0, 0
373, 0, 220.424, -8.88694, 51.6145, 0, 0, 0
374, 0, 220.424, -11.8707, 51.6141, 0, 0, 0
375, 0, 220.424, -14.8544, 51.6158, 0, 0, 0
376, 0, 220.424, -17.8381, 51.6141, 0, 0, 0
377, 0, 220.424, -20.8219, 51.6159, 0, 0, 0
378, 0, 220.424, -23.8056, 51.6141, 0, 0, 0
379, 0, 220.424, -26.7893, 51.6141, 0, 0, 0
380, 0, 220.424, -29.7731, 51.6158, 0, 0, 0
381, 0, 220.424, -32.7569, 51.6141, 0, 0, 0
382, 0, 220.424, -35.7405, 51.6141, 0, 0, 0
383, 0, 220.424, -38.7243, 51.6158, 0, 0, 0
384, 0, 220.424, -41.708, 51.6141, 0, 0, 0
385, 0, 220.424, -44.6918, 51.6141, 0, 0, 0
386, 0, 220.424, -47.6755, 51.6158, 0, 0, 0
387, 0, 220.424, -50.6593, 51.6141, 0, 0, 0
388, 0, 220.424, -53.6429, 51.614, 0, 0, 0
389, 0, 220.424, -56.6267, 51.6159, 0, 0, 0
390, 0, 220.424, -59.6105, 51.6141, 0, 0, 0
391, 0, 220.424, -62.5942, 51.6141, 0, 0, 0
392, 0, 220.424, -65.5779, 51.6158, 0, 0, 0
393, 0, 220.424, -68.5616, 51.6141, 0, 0, 0
394, 0, 220.424, -71.5454, 51.6141, 0, 0, 0
395, 0, 220.424, -74.5291, 51.6158, 0, 0, 0
396, 0, 220.424, -77.5128, 51.6141, 0, 0, 0
397, 0, 220.424, -80.4965, 51.6141, 0, 0, 0
398, 0, 220.424, -83.4803, 51.6159, 0, 0, 0
399, 0, 219.425, 83.6088, 51.4332, 0, 0, 0
400, 0, 219.425, 80.6251, 51.4316, 0, 0, 0
401, 0, 219.425, 77.6414, 51.4316, 0, 0, 0
402, 0, 219.425, 74.6576, 51.4332, 0, 0, 0
403, 0, 219.425, 71.6739, 51.4316, 0, 0, 0
404, 0, 219.425, 68.6902, 51.4316, 0, 0, 0
405, 0, 219.425, 65.7064, 51.4333, 0, 0, 0
406, 0, 219.425, 62.7227, 51.4315, 0, 0, 0
407, 0, 219.425, 59.739, 51.4316, 0, 0, 0
408, 0, 219.425, 56.7552, 51.4333, 0, 0, 0
409, 0, 219.425, 53.7714, 51.4316, 0, 0, 0
410, 0, 219.425, 50.7877, 51.4315, 0, 0, 0
411, 0, 219.425, 47.804, 51.4333, 0, 0, 0
412, 0, 219.425, 44.8203, 51.4315, 0, 0, 0
413, 0, 219.425, 41.8366, 51.4316, 0, 0, 0
414, 0, 219.425, 38.8528, 51.4333, 0, 0, 0
415, 0, 219.425, 35.8691, 51.4316, 0, 0, 0
416, 0, 219.425, 32.8854, 51.4315, 0, 0, 0
417, 0, 219.425, 29.9016, 51.4333, 0, 0, 0
418, 0, 219.425, 26.9178, 51.4315, 0, 0, 0
419, 0, 219.425, 23.9342, 51.4315, 0, 0, 0
420, 0, 219.425, 20.9504, 51.4333, 0, 0, 0
421, 0, 219.425, 17.9666, 51.4315, 0, 0, 0
422, 0, 219.425, 14.9829, 51.4315, 0, 0, 0
423, 0, 219.425, 11.9992, 51.4333, 0, 0, 0
424, 0, 219.425, 9.01545, 51.4317, 0, 0, 0
425, 0, 219.425, 6.03172, 51.4322, 0, 0, 0
426, 0, 219.425, 3.04798, 51.4321, 0, 0, 0
427, 0, 219.425, 0.06425, 51.4322, 0, 0, 0
428, 0, 219.425, -2.91948, 51.4321, 0, 0, 0
429, 0, 219.425, -5.90321, 51.4321, 0, 0, 0
430, 0, 219.425, -8.88694, 51.4319, 0, 0, 0
431, 0, 219.425, -11.8707, 51.4315, 0, 0, 0
432, 0, 219.425, -14.8544, 51.4333, 0, 0, 0
433, 0, 219.425, -17.8381, 51.4315, 0, 0, 0
434, 0, 219.425, -20.8219, 51.4333, 0, 0, 0
435, 0, 219.425, -23.8056, 51.4315, 0, 0, 0
436, 0, 219.425, -26.7893, 51.4316, 0, 0, 0
437, 0, 219.425, -29.7731, 51.4333, 0, 0, 0
438, 0, 219.425, -32.7569, 51.4316, 0, 0, 0
439, 0, 219.425, -35.7405, 51.4315, 0, 0, 0
440, 0, 219.425, -38.7243, 51.4333, 0, 0, 0
441, 0, 219.425, -41.708, 51.4316, 0, 0, 0
442, 0, 219.425, -44.6918, 51.4316, 0, 0, 0
443, 0, 219.425, -47.6755, 51.4333, 0, 0, 0
444, 0, 219.425, -50.6593, 51.4316, 0, 0, 0
445, 0, 219.425, -53.6429, 51.4315, 0, 0, 0
446, 0, 219.425, -56.6267, 51.4333, 0, 0, 0
447, 0, 219.425, -59.6105, 51.4316, 0, 0, 0
448, 0, 219.425, -62.5942, 51.4316, 0, 0, 0
449, 0, 219.425, -65.5779, 51.4332, 0, 0, 0
450, 0, 219.425, -68.5616, 51.4316, 0, 0, 0
451, 0, 219.425, -71.5454, 51.4316, 0, 0, 0
