bin, cx, cy, cz, volume, rel. src, strength, vol. strength
4046, 0, 193.757, 106.519, 17.9304, 0, 0, 0
4047, 0, 192.376, 108.053, 17.8024, 0, 0, 0
4048, 0, 190.843, 109.434, 17.6558, 0, 0, 0
4049, 0, 189.174, 110.648, 17.5135, 0, 0, 0
4050, 0, 187.387, 111.681, 17.3484, 0, 0, 0
4051, 0, 185.502, 112.521, 17.1578, 0, 0, 0
4052, 0, 183.54, 113.159, 16.9626, 0, 0, 0
4053, 0, 181.522, 113.588, 16.7803, 0, 0, 0
4054, 0, 179.471, 113.803, 16.5955, 0, 0, 0
4055, 0, 198.721, 95.1683, 20.932, 0, 0, 0
4056, 0, 198.499, 97.2842, 20.9045, 0, 0, 0
4057, 0, 198.057, 99.3654, 20.8531, 0, 0, 0
4058, 0, 197.4, 101.389, 20.7831, 0, 0, 0
4059, 0, 196.536, 103.332, 20.6897, 0, 0, 0
4060, 0, 195.473, 105.175, 20.5825, 0, 0, 0
4061, 0, 194.223, 106.896, 20.4585, 0, 0, 0
4062, 0, 192.801, 108.477, 20.309, 0, 0, 0
4063, 0, 191.221, 109.901, 20.1502, 0, 0, 0
4064, 0, 189.501, 111.152, 19.9665, 0, 0, 0
4065, 0, 187.659, 112.216, 19.7548, 0, 0, 0
4066, 0, 185.717, 113.081, 19.5604, 0, 0, 0
4067, 0, 183.695, 113.738, 19.3509, 0, 0, 0
4068, 0, 181.616, 114.18, 19.1262, 0, 0, 0
4069, 0, 179.502, 114.402, 18.9092, 0, 0, 0
4070, 0, 199.396, 95.2037, 24.9315, 0, 0, 0
4071, 0, 199.167, 97.39, 24.8993, 0, 0, 0
4072, 0, 198.71, 99.5404, 24.8454, 0, 0, 0
4073, 0, 198.031, 101.631, 24.7544, 0, 0, 0
4074, 0, 197.138, 103.639, 24.6452, 0, 0, 0
4075, 0, 196.04, 105.543, 24.4928, 0, 0, 0
4076, 0, 194.748, 107.322, 24.3357, 0, 0, 0
4077, 0, 193.279, 108.956, 24.1532, 0, 0, 0
4078, 0, 191.646, 110.427, 23.9414, 0, 0, 0
4079, 0, 189.869, 111.719, 23.7355, 0, 0, 0
4080, 0, 187.966, 112.818, 23.4967, 0, 0, 0
4081, 0, 185.96, 113.712, 23.2534, 0, 0, 0
4082, 0, 183.871, 114.391, 22.9954, 0, 0, 0
4083, 0, 181.722, 114.849, 22.7276, 0, 0, 0
4084, 0, 179.537, 115.078, 22.4438, 0, 0, 0
4085, 0, 200.192, 95.2454, 31.2899, 0, 0, 0
4086, 0, 199.954, 97.5148, 31.2515, 0, 0, 0
4087, 0, 199.48, 99.7466, 31.1742, 0, 0, 0
4088, 0, 198.775, 101.917, 31.0634, 0, 0, 0
4089, 0, 197.848, 104.001, 30.9203, 0, 0, 0
4090, 0, 196.708, 105.977, 30.7564, 0, 0, 0
4091, 0, 195.368, 107.824, 30.5559, 0, 0, 0
4092, 0, 193.842, 109.52, 30.2988, 0, 0, 0
4093, 0, 192.147, 111.046, 30.0333, 0, 0, 0
4094, 0, 190.303, 112.388, 29.7649, 0, 0, 0
4095, 0, 188.328, 113.529, 29.4298, 0, 0, 0
4096, 0, 186.245, 114.457, 29.1001, 0, 0, 0
4097, 0, 184.077, 115.162, 28.7666, 0, 0, 0
4098, 0, 181.846, 115.636, 28.423, 0, 0, 0
4099, 0, 179.579, 115.875, 28.07, 0, 0, 0
4100, 0, 201.093, 95.2927, 35.0654, 0, 0, 0
4101, 0, 200.845, 97.656, 35.0288, 0, 0, 0
4102, 0, 200.351, 99.9803, 34.9532, 0, 0, 0
4103, 0, 199.617, 102.24, 34.8321, 0, 0, 0
4104, 0, 198.651, 104.411, 34.6508, 0, 0, 0
4105, 0, 197.464, 106.469, 34.4337, 0, 0, 0
4106, 0, 196.069, 108.392, 34.2099, 0, 0, 0
4107, 0, 194.48, 110.158, 33.9389, 0, 0, 0
4108, 0, 192.715, 111.748, 33.6211, 0, 0, 0
4109, 0, 190.794, 113.145, 33.3038, 0, 0, 0
4110, 0, 188.737, 114.333, 32.9297, 0, 0, 0
4111, 0, 186.568, 115.299, 32.5295, 0, 0, 0
4112, 0, 184.31, 116.033, 32.1466, 0, 0, 0
4113, 0, 181.987, 116.528, 31.7576, 0, 0, 0
4114, 0, 179.626, 116.776, 31.3246, 0, 0, 0
4115, 0, 202.025, 95.3415, 36.7158, 0, 0, 0
4116, 0, 201.766, 97.8021, 36.6584, 0, 0, 0
4117, 0, 201.253, 100.222, 36.5534, 0, 0, 0
4118, 0, 200.489, 102.575, 36.4317, 0, 0, 0
4119, 0, 199.483, 104.835, 36.2595, 0, 0, 0
4120, 0, 198.247, 106.978, 36.0259, 0, 0, 0
4121, 0, 196.794, 108.979, 35.7388, 0, 0, 0
4122, 0, 195.14, 110.818, 35.4424, 0, 0, 0
4123, 0, 193.303, 112.474, 35.1084, 0, 0, 0
4124, 0, 191.302, 113.928, 34.7469, 0, 0, 0
4125, 0, 189.162, 115.165, 34.3757, 0, 0, 0
4126, 0, 186.903, 116.171, 33.9712, 0, 0, 0
4127, 0, 184.552, 116.936, 33.5377, 0, 0, 0
4128, 0, 182.133, 117.45, 33.1, 0, 0, 0
4129, 0, 179.675, 117.709, 32.6612, 0, 0, 0
4130, 0, 202.957, 95.3904, 38.3017, 0, 0, 0
4131, 0, 202.688, 97.9482, 38.2606, 0, 0, 0
4132, 0, 202.154, 100.464, 38.1478, 0, 0, 0
4133, 0, 201.36, 102.91, 38.0075, 0, 0, 0
4134, 0, 200.315, 105.259, 37.8104, 0, 0, 0
4135, 0, 199.03, 107.487, 37.559, 0, 0, 0
4136, 0, 197.519, 109.567, 37.2954, 0, 0, 0
4137, 0, 195.799, 111.479, 36.9823, 0, 0, 0
4138, 0, 193.89, 113.2, 36.5903, 0, 0, 0
4139, 0, 191.81, 114.711, 36.1809, 0, 0, 0
4140, 0, 189.585, 115.997, 35.7665, 0, 0, 0
4141, 0, 187.238, 117.043, 35.336, 0, 0, 0
4142, 0, 184.793, 117.838, 34.8956, 0, 0, 0
4143, 0, 182.28, 118.373, 34.3999, 0, 0, 0
4144, 0, 179.724, 118.642, 33.8925, 0, 0, 0
4145, 0, 203.888, 95.4393, 39.9391, 0, 0, 0
4146, 0, 203.609, 98.0943, 39.8737, 0, 0, 0
4147, 0, 203.055, 100.705, 39.7553, 0, 0, 0
4148, 0, 202.231, 103.244, 39.595, 0, 0, 0
4149, 0, 201.146, 105.683, 39.4059, 0, 0, 0
4150, 0, 199.812, 107.995, 39.1456, 0, 0, 0
4151, 0, 198.244, 110.155, 38.8167, 0, 0, 0
4152, 0, 196.459, 112.139, 38.4744, 0, 0, 0
4153, 0, 194.477, 113.925, 38.0788, 0, 0, 0
4154, 0, 192.318, 115.494, 37.6735, 0, 0, 0
4155, 0, 190.008, 116.829, 37.2228, 0, 0, 0
4156, 0, 187.572, 117.915, 36.7265, 0, 0, 0
4157, 0, 185.035, 118.74, 36.2347, 0, 0, 0
4158, 0, 182.426, 119.295, 35.7345, 0, 0, 0
4159, 0, 179.773, 119.574, 35.2248, 0, 0, 0
4160, 0, 204.82, 95.4881, 41.6134, 0, 0, 0
4161, 0, 204.531, 98.2403, 41.5647, 0, 0, 0
4162, 0, 203.956, 100.947, 41.4615, 0, 0, 0
4163, 0, 203.102, 103.579, 41.2724, 0, 0, 0
4164, 0, 201.977, 106.107, 41.0345, 0, 0, 0
4165, 0, 200.594, 108.504, 40.7516, 0, 0, 0
4166, 0, 198.969, 110.743, 40.4093, 0, 0, 0
4167, 0, 197.119, 112.799, 40.0535, 0, 0, 0
4168, 0, 195.064, 114.651, 39.6558, 0, 0, 0
4169, 0, 192.827, 116.277, 39.1925, 0, 0, 0
4170, 0, 190.432, 117.661, 38.6858, 0, 0, 0
4171, 0, 187.906, 118.787, 38.1851, 0, 0, 0
4172, 0, 185.276, 119.642, 37.6538, 0, 0, 0
4173, 0, 182.572, 120.217, 37.0941, 0, 0, 0
4174, 0, 179.822, 120.506, 36.5229, 0, 0, 0
4175, 0, 205.752, 95.537, 43.2558, 0, 0, 0
4176, 0, 205.452, 98.3864, 43.1787, 0, 0, 0
4177, 0, 204.857, 101.189, 43.0687, 0, 0, 0
4178, 0, 203.973, 103.914, 42.8881, 0, 0, 0
4179, 0, 202.808, 106.531, 42.6368, 0, 0, 0
4180, 0, 201.377, 109.012, 42.3516, 0, 0, 0
4181, 0, 199.694, 111.33, 41.9841, 0, 0, 0
4182, 0, 197.779, 113.459, 41.5823, 0, 0, 0
4183, 0, 195.652, 115.376, 41.1337, 0, 0, 0
4184, 0, 193.335, 117.06, 40.6378, 0, 0, 0
4185, 0, 190.856, 118.493, 40.1044, 0, 0, 0
4186, 0, 188.241, 119.658, 39.5808, 0, 0, 0
4187, 0, 185.518, 120.544, 38.9999, 0, 0, 0
4188, 0, 182.717, 121.139, 38.3893, 0, 0, 0
4189, 0, 179.87, 121.438, 37.8002, 0, 0, 0
4190, 0, 206.683, 95.5859, 44.9337, 0, 0, 0
4191, 0, 206.374, 98.5325, 44.8784, 0, 0, 0
4192, 0, 205.759, 101.431, 44.7352, 0, 0, 0
4193, 0, 204.844, 104.248, 44.5154, 0, 0, 0
4194, 0, 203.64, 106.955, 44.2618, 0, 0, 0
4195, 0, 202.159, 109.521, 43.9282, 0, 0, 0
4196, 0, 200.419, 111.917, 43.5455, 0, 0, 0
4197, 0, 198.438, 114.119, 43.0967, 0, 0, 0
4198, 0, 196.238, 116.102, 42.6174, 0, 0, 0
4199, 0, 193.843, 117.843, 42.1366, 0, 0, 0
4200, 0, 191.279, 119.324, 41.5798, 0, 0, 0
4201, 0, 188.575, 120.529, 40.961, 0, 0, 0
4202, 0, 185.759, 121.445, 40.3573, 0, 0, 0
4203, 0, 182.863, 122.061, 39.754, 0, 0, 0
4204, 0, 179.919, 122.371, 39.1204, 0, 0, 0
4205, 0, 207.615, 95.6347, 46.6254, 0, 0, 0
4206, 0, 207.295, 98.6785, 46.5615, 0, 0, 0
4207, 0, 206.66, 101.672, 46.4361, 0, 0, 0
4208, 0, 205.715, 104.583, 46.2197, 0, 0, 0
4209, 0, 204.471, 107.379, 45.946, 0, 0, 0
4210, 0, 202.942, 110.029, 45.617, 0, 0, 0
4211, 0, 201.144, 112.505, 45.2304, 0, 0, 0
4212, 0, 199.098, 114.779, 44.7527, 0, 0, 0
4213, 0, 196.825, 116.827, 44.2546, 0, 0, 0
4214, 0, 194.351, 118.626, 43.6939, 0, 0, 0
4215, 0, 191.702, 120.156, 43.076, 0, 0, 0
4216, 0, 188.909, 121.401, 42.4419, 0, 0, 0
4217, 0, 186, 122.347, 41.8138, 0, 0, 0
4218, 0, 183.009, 122.983, 41.1228, 0, 0, 0
4219, 0, 179.968, 123.303, 40.4267, 0, 0, 0
4220, 0, 208.546, 95.6836, 48.3303, 0, 0, 0
4221, 0, 208.216, 98.8244, 48.2303, 0, 0, 0
4222, 0, 207.561, 101.913, 48.0697, 0, 0, 0
4223, 0, 206.586, 104.917, 47.8593, 0, 0, 0
4224, 0, 205.302, 107.802, 47.5819, 0, 0, 0
4225, 0, 203.724, 110.537, 47.1828, 0, 0, 0
4226, 0, 201.869, 113.092, 46.7517, 0, 0, 0
4227, 0, 199.758, 115.439, 46.2839, 0, 0, 0
4228, 0, 197.412, 117.553, 45.7537, 0, 0, 0
4229, 0, 194.859, 119.409, 45.1375, 0, 0, 0
4230, 0, 192.126, 120.988, 44.5226, 0, 0, 0
4231, 0, 189.243, 122.273, 43.8492, 0, 0, 0
4232, 0, 186.242, 123.249, 43.1408, 0, 0, 0
4233, 0, 183.155, 123.905, 42.4229, 0, 0, 0
4234, 0, 180.017, 124.235, 41.7037, 0, 0, 0
4235, 0, 209.477, 95.7324, 49.9381, 0, 0, 0
4236, 0, 209.137, 98.9701, 49.8599, 0, 0, 0
4237, 0, 208.46, 102.155, 49.7023, 0, 0, 0
4238, 0, 207.455, 105.252, 49.4407, 0, 0, 0
4239, 0, 206.132, 108.226, 49.1096, 0, 0, 0
4240, 0, 204.505, 111.045, 48.7567, 0, 0, 0
4241, 0, 202.593, 113.679, 48.2883, 0, 0, 0
4242, 0, 200.416, 116.099, 47.7484, 0, 0, 0
4243, 0, 197.999, 118.277, 47.1719, 0, 0, 0
4244, 0, 195.367, 120.191, 46.5591, 0, 0, 0
4245, 0, 192.549, 121.819, 45.894, 0, 0, 0
4246, 0, 189.577, 123.143, 45.189, 0, 0, 0
4247, 0, 186.483, 124.149, 44.4343, 0, 0, 0
4248, 0, 183.301, 124.826, 43.7034, 0, 0, 0
4249, 0, 180.065, 125.166, 42.913, 0, 0, 0
4250, 0, 210.344, 95.7779, 44.6687, 0, 0, 0
4251, 0, 209.995, 99.1061, 44.5794, 0, 0, 0
4252, 0, 209.299, 102.38, 44.4395, 0, 0, 0
4253, 0, 208.266, 105.563, 44.2226, 0, 0, 0
4254, 0, 206.906, 108.62, 43.9242, 0, 0, 0
4255, 0, 205.233, 111.519, 43.5474, 0, 0, 0
4256, 0, 203.268, 114.226, 43.1349, 0, 0, 0
4257, 0, 201.03, 116.714, 42.6879, 0, 0, 0
4258, 0, 198.545, 118.953, 42.1405, 0, 0, 0
4259, 0, 195.84, 120.92, 41.5899, 0, 0, 0
4260, 0, 192.943, 122.594, 40.9634, 0, 0, 0
4261, 0, 189.888, 123.954, 40.3055, 0, 0, 0
4262, 0, 186.708, 124.989, 39.6339, 0, 0, 0
4263, 0, 183.437, 125.685, 38.9593, 0, 0, 0
4264, 0, 180.111, 126.034, 38.2395, 0, 0, 0
4265, 0, 211.088, 95.8169, 38.8095, 0, 0, 0
4266, 0, 210.73, 99.2229, 38.7456, 0, 0, 0
4267, 0, 210.018, 102.573, 38.6131, 0, 0, 0
4268, 0, 208.961, 105.83, 38.4217, 0, 0, 0
4269, 0, 207.569, 108.959, 38.1536, 0, 0, 0
4270, 0, 205.858, 111.924, 37.8558, 0, 0, 0
4271, 0, 203.846, 114.695, 37.4767, 0, 0, 0
4272, 0, 201.556, 117.24, 37.0611, 0, 0, 0
4273, 0, 199.013, 119.532, 36.5907, 0, 0, 0
4274, 0, 196.245, 121.545, 36.0815, 0, 0, 0
4275, 0, 193.281, 123.257, 35.534, 0, 0, 0
4276, 0, 190.155, 124.65, 34.9819, 0, 0, 0
4277, 0, 186.901, 125.708, 34.3578, 0, 0, 0
4278, 0, 183.553, 126.421, 33.7258, 0, 0, 0
4279, 0, 180.15, 126.778, 33.1197, 0, 0, 0
4280, 0, 211.729, 95.8505, 34.9744, 0, 0, 0
4281, 0, 211.364, 99.3235, 34.9209, 0, 0, 0
4282, 0, 210.638, 102.739, 34.7976, 0, 0, 0
4283, 0, 209.56, 106.06, 34.6192, 0, 0, 0
4284, 0, 208.141, 109.25, 34.3976, 0, 0, 0
4285, 0, 206.397, 112.274, 34.1479, 0, 0, 0
4286, 0, 204.346, 115.099, 33.8121, 0, 0, 0
4287, 0, 202.011, 117.695, 33.4004, 0, 0, 0
4288, 0, 199.418, 120.031, 32.9538, 0, 0, 0
4289, 0, 196.595, 122.084, 32.4912, 0, 0, 0
4290, 0, 193.573, 123.83, 31.988, 0, 0, 0
4291, 0, 190.385, 125.25, 31.4616, 0, 0, 0
4292, 0, 187.067, 126.329, 30.9037, 0, 0, 0
4293, 0, 183.654, 127.055, 30.3423, 0, 0, 0
4294, 0, 180.184, 127.42, 29.7672, 0, 0, 0
4295, 0, 212.309, 95.8809, 33.3046, 0, 0, 0
4296, 0, 211.938, 99.4144, 33.2565, 0, 0, 0
4297, 0, 211.2, 102.89, 33.1238, 0, 0, 0
4298, 0, 210.103, 106.269, 32.9644, 0, 0, 0
4299, 0, 208.659, 109.515, 32.7275, 0, 0, 0
4300, 0, 206.884, 112.591, 32.4021, 0, 0, 0
4301, 0, 204.797, 115.465, 32.0807, 0, 0, 0
4302, 0, 202.422, 118.106, 31.7318, 0, 0, 0
4303, 0, 199.783, 120.483, 31.3301, 0, 0, 0
4304, 0, 196.911, 122.572, 30.8813, 0, 0, 0
4305, 0, 193.837, 124.348, 30.3752, 0, 0, 0
4306, 0, 190.594, 125.793, 29.8766, 0, 0, 0
4307, 0, 187.217, 126.891, 29.3648, 0, 0, 0
4308, 0, 183.745, 127.63, 28.8346, 0, 0, 0
4309, 0, 180.214, 128.001, 28.2712, 0, 0, 0
4310, 0, 212.869, 95.9103, 33.854, 0, 0, 0
4311, 0, 212.492, 99.5021, 33.7679, 0, 0, 0
4312, 0, 211.741, 103.035, 33.6578, 0, 0, 0
4313, 0, 210.626, 106.47, 33.4601, 0, 0, 0
4314, 0, 209.158, 109.769, 33.2374, 0, 0, 0
4315, 0, 207.354, 112.897, 32.9754, 0, 0, 0
4316, 0, 205.233, 115.818, 32.6345, 0, 0, 0
4317, 0, 202.818, 118.502, 32.2371, 0, 0, 0
4318, 0, 200.136, 120.919, 31.8219, 0, 0, 0
4319, 0, 197.217, 123.042, 31.3537, 0, 0, 0
4320, 0, 194.091, 124.848, 30.8582, 0, 0, 0
4321, 0, 190.794, 126.317, 30.3395, 0, 0, 0
4322, 0, 187.362, 127.433, 29.7848, 0, 0, 0
4323, 0, 183.832, 128.183, 29.2214, 0, 0, 0
4324, 0, 180.243, 128.561, 28.6406, 0, 0, 0
4325, 0, 213.428, 95.9396, 34.4623, 0, 0, 0
4326, 0, 213.044, 99.5896, 34.4082, 0, 0, 0
4327, 0, 212.282, 103.179, 34.2964, 0, 0, 0
4328, 0, 211.148, 106.67, 34.1187, 0, 0, 0
4329, 0, 209.657, 110.023, 33.8709, 0, 0, 0
4330, 0, 207.823, 113.202, 33.5631, 0, 0, 0
4331, 0, 205.667, 116.171, 33.1895, 0, 0, 0
4332, 0, 203.214, 118.898, 32.8056, 0, 0, 0
4333, 0, 200.488, 121.354, 32.3546, 0, 0, 0
4334, 0, 197.521, 123.511, 31.8989, 0, 0, 0
4335, 0, 194.345, 125.346, 31.3995, 0, 0, 0
4336, 0, 190.995, 126.839, 30.8385, 0, 0, 0
4337, 0, 187.507, 127.973, 30.2722, 0, 0, 0
4338, 0, 183.92, 128.736, 29.7107, 0, 0, 0
4339, 0, 180.272, 129.12, 29.1348, 0, 0, 0
4340, 0, 213.986, 95.9689, 35.1041, 0, 0, 0
4341, 0, 213.597, 99.6771, 35.0426, 0, 0, 0
4342, 0, 212.822, 103.324, 34.9359, 0, 0, 0
4343, 0, 211.671, 106.871, 34.7583, 0, 0, 0
4344, 0, 210.155, 110.278, 34.4823, 0, 0, 0
4345, 0, 208.292, 113.507, 34.1975, 0, 0, 0
4346, 0, 206.102, 116.523, 33.859, 0, 0, 0
4347, 0, 203.609, 119.294, 33.4376, 0, 0, 0
4348, 0, 200.84, 121.789, 32.9682, 0, 0, 0
4349, 0, 197.826, 123.981, 32.4571, 0, 0, 0
4350, 0, 194.599, 125.845, 31.9149, 0, 0, 0
4351, 0, 191.195, 127.362, 31.3938, 0, 0, 0
4352, 0, 187.652, 128.514, 30.8237, 0, 0, 0
4353, 0, 184.007, 129.289, 30.1993, 0, 0, 0
4354, 0, 180.302, 129.679, 29.5526, 0, 0, 0
4355, 0, 214.545, 95.9982, 35.8135, 0, 0, 0
4356, 0, 214.15, 99.7647, 35.7521, 0, 0, 0
4357, 0, 213.363, 103.469, 35.6087, 0, 0, 0
4358, 0, 212.193, 107.072, 35.3778, 0, 0, 0
4359, 0, 210.654, 110.532, 35.1509, 0, 0, 0
4360, 0, 208.762, 113.812, 34.8559, 0, 0, 0
4361, 0, 206.537, 116.876, 34.4712, 0, 0, 0
4362, 0, 204.005, 119.69, 34.0475, 0, 0, 0
4363, 0, 201.192, 122.225, 33.5853, 0, 0, 0
4364, 0, 198.131, 124.451, 33.098, 0, 0, 0
4365, 0, 194.853, 126.345, 32.5509, 0, 0, 0
4366, 0, 191.396, 127.885, 31.9568, 0, 0, 0
4367, 0, 187.797, 129.056, 31.3497, 0, 0, 0
4368, 0, 184.095, 129.843, 30.744, 0, 0, 0
4369, 0, 180.331, 130.239, 30.1332, 0, 0, 0
4370, 0, 215.104, 96.0275, 36.3977, 0, 0, 0
4371, 0, 214.702, 99.8525, 36.3078, 0, 0, 0
4372, 0, 213.903, 103.614, 36.1517, 0, 0, 0
4373, 0, 212.716, 107.272, 35.9823, 0, 0, 0
4374, 0, 211.152, 110.786, 35.7111, 0, 0, 0
4375, 0, 209.231, 114.117, 35.3572, 0, 0, 0
4376, 0, 206.972, 117.228, 35.0089, 0, 0, 0
4377, 0, 204.4, 120.086, 34.5547, 0, 0, 0
4378, 0, 201.545, 122.66, 34.0607, 0, 0, 0
4379, 0, 198.436, 124.92, 33.5556, 0, 0, 0
4380, 0, 195.108, 126.844, 33.0066, 0, 0, 0
4381, 0, 191.597, 128.408, 32.3903, 0, 0, 0
4382, 0, 187.942, 129.596, 31.7655, 0, 0, 0
4383, 0, 184.183, 130.396, 31.1437, 0, 0, 0
4384, 0, 180.36, 130.798, 30.4931, 0, 0, 0
4385, 0, 215.663, 96.0568, 37.0477, 0, 0, 0
4386, 0, 215.255, 99.9401, 37.0155, 0, 0, 0
4387, 0, 214.444, 103.759, 36.9262, 0, 0, 0
4388, 0, 213.238, 107.473, 36.6924, 0, 0, 0
4389, 0, 211.651, 111.04, 36.3979, 0, 0, 0
4390, 0, 209.7, 114.422, 36.0504, 0, 0, 0
4391, 0, 207.407, 117.581, 35.6824, 0, 0, 0
4392, 0, 204.796, 120.482, 35.2568, 0, 0, 0
4393, 0, 201.897, 123.095, 34.7302, 0, 0, 0
4394, 0, 198.74, 125.39, 34.1688, 0, 0, 0
4395, 0, 195.362, 127.343, 33.5778, 0, 0, 0
4396, 0, 191.797, 128.931, 32.9751, 0, 0, 0
4397, 0, 188.086, 130.137, 32.3651, 0, 0, 0
4398, 0, 184.27, 130.949, 31.6991, 0, 0, 0
4399, 0, 180.39, 131.357, 31.0194, 0, 0, 0
4400, 0, 216.213, 96.0857, 36.5435, 0, 0, 0
4401, 0, 215.799, 100.026, 36.4328, 0, 0, 0
4402, 0, 214.976, 103.902, 36.2804, 0, 0, 0
4403, 0, 213.752, 107.671, 36.1007, 0, 0, 0
4404, 0, 212.142, 111.29, 35.8532, 0, 0, 0
4405, 0, 210.162, 114.722, 35.504, 0, 0, 0
4406, 0, 207.835, 117.928, 35.0892, 0, 0, 0
4407, 0, 205.186, 120.872, 34.627, 0, 0, 0
4408, 0, 202.243, 123.523, 34.1686, 0, 0, 0
4409, 0, 199.04, 125.853, 33.6236, 0, 0, 0
4410, 0, 195.611, 127.834, 33.0128, 0, 0, 0
4411, 0, 191.995, 129.445, 32.4061, 0, 0, 0
4412, 0, 188.229, 130.67, 31.7746, 0, 0, 0
4413, 0, 184.356, 131.494, 31.1249, 0, 0, 0
4414, 0, 180.418, 131.908, 30.4668, 0, 0, 0
4415, 0, 216.652, 96.1087, 23.0543, 0, 0, 0
4416, 0, 216.233, 100.095, 23.0269, 0, 0, 0
4417, 0, 215.4, 104.016, 22.9328, 0, 0, 0
4418, 0, 214.163, 107.828, 22.767, 0, 0, 0
4419, 0, 212.533, 111.49, 22.5812, 0, 0, 0
4420, 0, 210.531, 114.962, 22.3754, 0, 0, 0
4421, 0, 208.176, 118.204, 22.1385, 0, 0, 0
4422, 0, 205.496, 121.183, 21.8713, 0, 0, 0
4423, 0, 202.52, 123.866, 21.5529, 0, 0, 0
4424, 0, 199.28, 126.222, 21.2009, 0, 0, 0
4425, 0, 195.811, 128.225, 20.848, 0, 0, 0
4426, 0, 192.152, 129.856, 20.4584, 0, 0, 0
4427, 0, 188.343, 131.095, 20.0339, 0, 0, 0
4428, 0, 105.851, -25.9064, 30.2636, 0, 0, 0
4429, 0, 106.286, -28.0388, 30.6838, 0, 0, 0
4430, 0, 106.755, -30.1637, 31.1224, 0, 0, 0
4431, 0, 107.258, -32.2804, 31.5997, 0, 0, 0
4432, 0, 107.794, -34.3882, 32.1109, 0, 0, 0
4433, 0, 108.365, -36.4868, 32.6683, 0, 0, 0
4434, 0, 106.486, 37.33, 41.4632, 0, 0, 0
4435, 0, 105.925, 35.1884, 40.7747, 0, 0, 0
4436, 0, 105.397, 33.0378, 40.1271, 0, 0, 0
4437, 0, 104.903, 30.8785, 39.5311, 0, 0, 0
4438, 0, 104.442, 28.7112, 38.9771, 0, 0, 0
4439, 0, 104.015, 26.5365, 38.4579, 0, 0, 0
4440, 0, 103.621, 24.3548, 37.9841, 0, 0, 0
4441, 0, 103.261, 22.1668, 37.5456, 0, 0, 0
4442, 0, 102.936, 19.973, 37.1655, 0, 0, 0
4443, 0, 102.644, 17.774, 36.8255, 0, 0, 0
4444, 0, 102.386, 15.5704, 36.5108, 0, 0, 0
4445, 0, 102.163, 13.3628, 36.2462, 0, 0, 0
4446, 0, 101.974, 11.1516, 36.0187, 0, 0, 0
4447, 0, 101.819, 8.93764, 35.8383, 0, 0, 0
4448, 0, 101.698, 6.72132, 35.7026, 0, 0, 0
4449, 0, 101.613, 4.50326, 35.6052, 0, 0, 0
4450, 0, 101.561, 2.28405, 35.5454, 0, 0, 0
4451, 0, 101.544, 0.06425, 35.5223, 0, 0, 0
4452, 0, 101.561, -2.15554, 35.5454, 0, 0, 0
4453, 0, 101.613, -4.37476, 35.6052, 0, 0, 0
4454, 0, 101.698, -6.59282, 35.7025, 0, 0, 0
4455, 0, 101.819, -8.80914, 35.8384, 0, 0, 0
4456, 0, 101.974, -11.0232, 36.0187, 0, 0, 0
4457, 0, 102.163, -13.2343, 36.2462, 0, 0, 0
4458, 0, 102.386, -15.4419, 36.5108, 0, 0, 0
4459, 0, 102.644, -17.6455, 36.8255, 0, 0, 0
4460, 0, 102.936, -19.8445, 37.1655, 0, 0, 0
4461, 0, 103.261, -22.0382, 37.5446, 0, 0, 0
4462, 0, 103.621, -24.2262, 37.9848, 0, 0, 0
4463, 0, 104.015, -26.4079, 38.458, 0, 0, 0
4464, 0, 104.442, -28.5827, 38.9771, 0, 0, 0
4465, 0, 104.903, -30.75, 39.5311, 0, 0, 0
4466, 0, 105.397, -32.9093, 40.1271, 0, 0, 0
4467, 0, 105.925, -35.06, 40.7747, 0, 0, 0
4468, 0, 106.486, -37.2015, 41.4632, 0, 0, 0
4469, 0, 104.12, 38.2295, 51.7294, 0, 0, 0
4470, 0, 103.571, 36.034, 50.8752, 0, 0, 0
4471, 0, 103.055, 33.8295, 50.088, 0, 0, 0
4472, 0, 102.571, 31.6166, 49.3512, 0, 0, 0
4473, 0, 102.121, 29.3958, 48.6528, 0, 0, 0
4474, 0, 101.703, 27.1677, 48.0247, 0, 0, 0
4475, 0, 101.318, 24.9329, 47.449, 0, 0, 0
4476, 0, 100.967, 22.6919, 46.92, 0, 0, 0
4477, 0, 100.648, 20.4452, 46.4456, 0, 0, 0
4478, 0, 100.363, 18.1935, 46.0153, 0, 0, 0
4479, 0, 100.111, 15.9372, 45.6399, 0, 0, 0
4480, 0, 99.893, 13.677, 45.32, 0, 0, 0
4481, 0, 99.7082, 11.4134, 45.0499, 0, 0, 0
4482, 0, 99.5567, 9.14695, 44.8229, 0, 0, 0
4483, 0, 99.4388, 6.87826, 44.6438, 0, 0, 0
4484, 0, 99.3548, 4.60787, 44.5237, 0, 0, 0
4485, 0, 99.3043, 2.33634, 44.4516, 0, 0, 0
4486, 0, 99.2875, 0.06425, 44.4271, 0, 0, 0
4487, 0, 99.3043, -2.20784, 44.4515, 0, 0, 0
4488, 0, 99.3548, -4.47937, 44.5238, 0, 0, 0
4489, 0, 99.4388, -6.74976, 44.6437, 0, 0, 0
4490, 0, 99.5567, -9.01845, 44.823, 0, 0, 0
4491, 0, 99.7082, -11.2849, 45.0499, 0, 0, 0
4492, 0, 99.893, -13.5485, 45.32, 0, 0, 0
4493, 0, 100.111, -15.8087, 45.64, 0, 0, 0
